tag_id,tag_name,tag_code,tag_category_l1,tag_category_l2,tag_subject_key,applicable_product,applicable_market_region,tag_value_type,tag_value_field_type,tag_value_desc,tag_status,business_definition,stat_period,update_frequency,data_latency,source_table,output_table,output_field,schedule_task_name,has_monitor,business_owner,data_owner,replacement_tag_code,offline_reason,offline_date,requirement_doc_url,current_version,online_date,latest_update_time,remark
TAG202605140029,初始算力余额,user_init_power_balance,用户会员标签,算力消耗,uuid,Lovart,海外,number,BIGINT,初始算力余额,已上线,初始算力余额,截至统计分区,日,T+1,"ods_c_power_trans_log_di,dws_ad_uuid_user_profile_df_1d",dws_ad_uuid_user_profile_df_1d,init_power_balance,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140030,最终算力余额,user_final_power_balance,用户会员标签,算力消耗,uuid,Lovart,海外,number,BIGINT,最终算力余额,已上线,最终算力余额,截至统计分区,日,T+1,"ods_c_power_trans_log_di,dws_ad_uuid_user_profile_df_1d",dws_ad_uuid_user_profile_df_1d,final_power_balance,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140031,增加的算力点数,user_increase_power,用户会员标签,算力消耗,uuid,Lovart,海外,number,BIGINT,增加的算力点数,已上线,增加的算力点数,截至统计分区,日,T+1,ods_c_power_trans_log_di,dws_ad_uuid_user_profile_df_1d,increase_power,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140032,消耗的算力点数,user_decrease_power,用户会员标签,算力消耗,uuid,Lovart,海外,number,BIGINT,消耗的算力点数。包含团队版,已上线,消耗的算力点数。包含团队版,截至统计分区,日,T+1,"ods_c_power_trans_log_di,ods_cc_e_team_power_trans_log_df",dws_ad_uuid_user_profile_df_1d,decrease_power,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140033,赠送的算力点数,user_gift_power,用户会员标签,算力消耗,uuid,Lovart,海外,number,BIGINT,赠送的算力点数,已上线,赠送的算力点数,截至统计分区,日,T+1,ods_c_power_trans_log_di,dws_ad_uuid_user_profile_df_1d,gift_power,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140034,Agent消耗的算力点数,user_agent_consume_power,用户会员标签,算力消耗,uuid,Lovart,海外,number,BIGINT,Agent消耗的算力点数,已上线,Agent消耗的算力点数,截至统计分区,日,T+1,ods_c_power_trans_log_di,dws_ad_uuid_user_profile_df_1d,agent_consume_power,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140035,对话数,user_dialog_thread_cnt,用户行为标签,创作行为,uuid,Lovart,海外,number,BIGINT,对话数,已上线,对话数,截至统计分区,日,T+1,ods_w_project_agent_thread_df,dws_ad_uuid_user_profile_df_1d,dialog_thread_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140036,支付订单数,user_pay_order_cnt,用户会员标签,付费行为,uuid,Lovart,海外,number,BIGINT,支付订单数,已上线,支付订单数,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_user_profile_df_1d,pay_order_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140037,支付金额,user_pay_amount,用户会员标签,付费行为,uuid,Lovart,海外,number,"DECIMAL(38,18)",支付金额,已上线,支付金额,截至统计分区,日,T+1,dwd_c_order_detail_df,dws_ad_uuid_user_profile_df_1d,pay_amount,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140038,JWL申请日期,user_jwl_apply_pt,用户行为标签,工具使用行为,uuid,Lovart,海外,string,STRING,JWL申请日期,已上线,JWL申请日期,截至统计分区,日,T+1,ods_w_lovart_waitlist_df_1d,dws_ad_uuid_user_profile_df_1d,jwl_apply_pt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140039,JWL发放日期,user_jwl_give_pt,用户行为标签,工具使用行为,uuid,Lovart,海外,string,STRING,JWL发放日期,已上线,JWL发放日期,截至统计分区,日,T+1,ods_w_lovart_waitlist_df_1d,dws_ad_uuid_user_profile_df_1d,jwl_give_pt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140040,邀请码核销日期,user_invite_code_verified_pt,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,邀请码核销日期,已上线,邀请码核销日期,截至统计分区,日,T+1,ods_op_experience_referral_relationship_df,dws_ad_uuid_user_profile_df_1d,invite_code_verified_pt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140041,邀请人UUID,user_inviter_uuid,用户基础标签,渠道来源,uuid,Lovart,海外,string,STRING,邀请人UUID,已上线,邀请人UUID,截至统计分区,日,T+1,ods_op_experience_referral_relationship_df,dws_ad_uuid_user_profile_df_1d,inviter_uuid,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140042,是否显示付费墙,user_show_paywall,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,是否显示付费墙,已上线,是否显示付费墙,截至统计分区,日,T+1,dws_ad_user_activity_index_di_1d,dws_ad_uuid_user_profile_df_1d,show_paywall,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140043,是否主动显示付费墙,user_initiative_show_paywall,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,是否主动显示付费墙,已上线,是否主动显示付费墙,截至统计分区,日,T+1,dws_ad_user_activity_index_di_1d,dws_ad_uuid_user_profile_df_1d,initiative_show_paywall,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140044,是否被动显示付费墙,user_passive_show_paywall,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,是否被动显示付费墙,已上线,是否被动显示付费墙,截至统计分区,日,T+1,dws_ad_user_activity_index_di_1d,dws_ad_uuid_user_profile_df_1d,passive_show_paywall,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140045,是否点击去付费,user_click2pay,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,是否点击去付费,已上线,是否点击去付费,截至统计分区,日,T+1,dws_ad_user_activity_index_di_1d,dws_ad_uuid_user_profile_df_1d,click2pay,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140046,是否签约会员,user_is_sign_member,用户会员标签,会员身份,uuid,Lovart,海外,string,STRING,是否签约会员。仅对在期会员生效,已上线,是否签约会员。仅对在期会员生效,截至统计分区,日,T+1,dwd_ad_c_trade_order_detail_df_1d,dws_ad_uuid_user_profile_df_1d,is_sign_member,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140047,会员订单流水ID,user_member_trade_biz_id,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,会员订单流水ID,已上线,会员订单流水ID,截至统计分区,日,T+1,ods_c_member_account_df,dws_ad_uuid_user_profile_df_1d,member_trade_biz_id,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140048,会员签约单流水ID,user_member_contract_sign_biz_id,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,会员签约单流水ID。仅对在期签约会员有效,已上线,会员签约单流水ID。仅对在期签约会员有效,截至统计分区,日,T+1,dwd_ad_c_trade_order_detail_df_1d,dws_ad_uuid_user_profile_df_1d,member_contract_sign_biz_id,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140049,会员签约日期,user_member_contract_sign_pt,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,会员签约日期。最新的会员签约日期。仅对在期签约会员有效,已上线,会员签约日期。最新的会员签约日期。仅对在期签约会员有效,截至统计分区,日,T+1,dwd_ad_c_trade_order_detail_df_1d,dws_ad_uuid_user_profile_df_1d,member_contract_sign_pt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140050,会员取消日期,user_member_contract_cancel_pt,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,会员取消日期。最新的会员取消日期。仅对在期签约会员有效,已上线,会员取消日期。最新的会员取消日期。仅对在期签约会员有效,截至统计分区,日,T+1,dwd_ad_c_trade_order_detail_df_1d,dws_ad_uuid_user_profile_df_1d,member_contract_cancel_pt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140051,会员签约状态,user_member_sign_status,用户会员标签,付费行为,uuid,Lovart,海外,string,STRING,会员签约状态。签约中、已取消。仅对在期签约会员有效,已上线,会员签约状态。签约中、已取消。仅对在期签约会员有效,截至统计分区,日,T+1,dwd_ad_c_trade_order_detail_df_1d,dws_ad_uuid_user_profile_df_1d,member_sign_status,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140052,自动续费状态,user_auto_renew_status,用户会员标签,续费退款,uuid,Lovart,海外,string,STRING,自动续费状态。当用户前一日的会员剩余天数为1时，才统计此值，否则值被设置为「null」。仅对在期签约会员有效,已上线,自动续费状态。当用户前一日的会员剩余天数为1时，才统计此值，否则值被设置为「null」。仅对在期签约会员有效,截至统计分区,日,T+1,"dwd_ad_c_trade_order_detail_df_1d,dws_ad_uuid_user_profile_df_1d,dws_ad_uuid_member_profile_df",dws_ad_uuid_user_profile_df_1d,auto_renew_status,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140053,手动续费状态,user_manual_renew_status,用户会员标签,续费退款,uuid,Lovart,海外,string,STRING,手动续费状态。当用户前一日的会员剩余天数为0时，才统计此值，否则值被设置为「null」,已上线,手动续费状态。当用户前一日的会员剩余天数为0时，才统计此值，否则值被设置为「null」,截至统计分区,日,T+1,"dws_ad_uuid_user_profile_df_1d,dws_ad_uuid_member_profile_df",dws_ad_uuid_user_profile_df_1d,manual_renew_status,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140054,被弹付费墙日期列表,user_psv_paywall_pt_list,用户会员标签,付费行为,uuid,Lovart,海外,array,ARRAY<STRING>,数组字段，详见字段注释：被弹付费墙日期列表,已上线,被弹付费墙日期列表,历史日期列表,日,T+1,"dws_ad_user_activity_index_di_1d,dws_ad_uuid_user_profile_df_1d",dws_ad_uuid_user_profile_df_1d,psv_paywall_pt_list,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140055,Agent API调用次数,user_agent_api_call_times,用户行为标签,创作行为,uuid,Lovart,海外,number,BIGINT,Agent API调用次数,已上线,Agent API调用次数,截至统计分区,日,T+1,dws_ad_user_model_index_di_1d,dws_ad_uuid_user_profile_df_1d,agent_api_call_times,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140056,Agent API调用成本,user_agent_api_cost,用户会员标签,成本消耗,uuid,Lovart,海外,number,"DECIMAL(38,18)",Agent API调用成本,已上线,Agent API调用成本,截至统计分区,日,T+1,dws_ad_user_model_index_di_1d,dws_ad_uuid_user_profile_df_1d,agent_api_cost,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140057,会员到期时间,user_member_end_time,用户会员标签,会员周期,uuid,Lovart,海外,string,DATETIME,会员到期时间,已上线,会员到期时间,截至统计分区,日,T+1,dws_ad_uuid_member_profile_df,dws_ad_uuid_user_profile_df_1d,member_end_time,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140058,对话输入数,user_dialog_input_cnt,用户行为标签,创作行为,uuid,Lovart,海外,number,BIGINT,对话输入数,已上线,对话输入数,截至统计分区,日,T+1,ods_w_project_agent_thread_df,dws_ad_uuid_user_profile_df_1d,dialog_input_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140059,邮箱,user_email,用户基础标签,账号属性,uuid,Lovart,海外,string,STRING,邮箱,已上线,邮箱,截至统计分区,日,T+1,"dws_ad_uuid_user_profile_df_1d,ods_w_user_df",dws_ad_uuid_user_profile_df_1d,email,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140060,历史总支付订单数,user_total_pay_order_cnt,用户会员标签,付费行为,uuid,Lovart,海外,number,BIGINT,历史总支付订单数,已上线,历史总支付订单数,历史累计,日,T+1,"dws_ad_uuid_user_profile_df_1d,dwd_c_order_detail_df",dws_ad_uuid_user_profile_df_1d,total_pay_order_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140061,历史总支付金额,user_total_pay_amount,用户会员标签,付费行为,uuid,Lovart,海外,number,"DECIMAL(38,18)",历史总支付金额,已上线,历史总支付金额,历史累计,日,T+1,"dwd_c_order_detail_df,dws_ad_uuid_user_profile_df_1d",dws_ad_uuid_user_profile_df_1d,total_pay_amount,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140062,历史总计消耗算力点数,user_total_decrease_power,用户会员标签,算力消耗,uuid,Lovart,海外,number,BIGINT,历史总计消耗算力点数,已上线,历史总计消耗算力点数,历史累计,日,T+1,"ods_cc_e_team_power_trans_log_df,ods_c_power_trans_log_df",dws_ad_uuid_user_profile_df_1d,total_decrease_power,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140063,生成媒体数,user_generate_media_cnt,用户行为标签,创作行为,uuid,Lovart,海外,number,BIGINT,生成媒体数。媒体：图片、视频、音频,已上线,生成媒体数。媒体：图片、视频、音频,截至统计分区,日,T+1,"ods_w_user_image_detail_df_1d,dwd_ad_agent_media_output_df",dws_ad_uuid_user_profile_df_1d,generate_media_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140064,导出媒体数,user_export_media_cnt,用户行为标签,导出发布行为,uuid,Lovart,海外,number,BIGINT,导出媒体数,已上线,导出媒体数,截至统计分区,日,T+1,dwd_ad_media_export_di_1d,dws_ad_uuid_user_profile_df_1d,export_media_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140065,导出自己生成的媒体数,user_export_self_gen_media_cnt,用户行为标签,导出发布行为,uuid,Lovart,海外,number,BIGINT,导出自己生成的媒体数,已上线,导出自己生成的媒体数,截至统计分区,日,T+1,dwd_ad_media_export_di_1d,dws_ad_uuid_user_profile_df_1d,export_self_gen_media_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
TAG202605140066,Agent生成媒体数,user_agent_generate_media_cnt,用户行为标签,创作行为,uuid,Lovart,海外,number,BIGINT,Agent生成媒体数,已上线,Agent生成媒体数,截至统计分区,日,T+1,"ods_w_user_image_detail_df_1d,dwd_ad_agent_media_output_df",dws_ad_uuid_user_profile_df_1d,agent_generate_media_cnt,dws_ad_uuid_user_profile_df_1d,,,fengjun,,,,,v1.0,20260514,2026/5/14 15:38,
